"reference","source_image","screen","route","production_file","evidence_after","evidence_bytes","implementation_status","external_blocker","visual_review_status"
"4934","IMG_4934.PNG","weekly report","/weekly-report","lib/features/analytics/weekly_report_page.dart","test/goldens/epic8_weekly_report_phone_ltr_light.png","152529","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4935","IMG_4935.PNG","weekly report","/weekly-report","lib/features/analytics/weekly_report_page.dart","test/goldens/epic8_weekly_report_coverage_phone.png","129540","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4936","IMG_4936.PNG","weekly report","/weekly-report","lib/features/analytics/weekly_report_page.dart","test/goldens/epic8_weekly_report_calories_anchor.png","41581","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4937","IMG_4937.PNG","weekly report","/weekly-report","lib/features/analytics/weekly_report_page.dart","test/goldens/epic8_weekly_report_frequent_anchor.png","36930","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4938","IMG_4938.PNG","weekly report","/weekly-report","lib/features/analytics/weekly_report_page.dart","test/goldens/epic8_weekly_report_macros_anchor.png","40572","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4939","IMG_4939.PNG","weekly report","/weekly-report","lib/features/analytics/weekly_report_page.dart","test/goldens/epic8_weekly_report_exercise_anchor.png","40001","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4940","IMG_4940.PNG","weekly report","/weekly-report","lib/features/analytics/weekly_report_page.dart","test/goldens/epic8_weekly_report_alltime_anchor.png","34366","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4941","IMG_4941.PNG","nutrition analytics","/analytics/nutrition?tab=macros","lib/features/analytics/nutrition_analytics_page.dart","test/visual_closure/goldens/visual_closure_nutrition_analytics_macros_phone.png","23228","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4942","IMG_4942.PNG","nutrition analytics","/analytics/nutrition?tab=nutrients","lib/features/analytics/nutrition_analytics_page.dart","test/visual_closure/goldens/visual_closure_nutrition_analytics_nutrients_phone.png","26514","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4943","IMG_4943.PNG","nutrition analytics","/analytics/nutrition?tab=calories","lib/features/analytics/nutrition_analytics_page.dart","test/visual_closure/goldens/visual_closure_nutrition_analytics_calories_phone.png","22207","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4944","IMG_4944.PNG","export","/settings/local-export","lib/features/settings/local_export_range_page.dart","test/visual_closure/goldens/visual_closure_local_export_selected_day_phone.png","27594","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4945","IMG_4945.PNG","saved food content","/nutrition","lib/features/nutrition/food_page.dart","test/visual_closure/goldens/visual_closure_saved_nutrition_recipes_phone.png","27283","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4946","IMG_4946.PNG","saved food content","/nutrition","lib/features/nutrition/food_page.dart","test/visual_closure/goldens/visual_closure_saved_nutrition_meals_phone.png","22332","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4947","IMG_4947.PNG","saved food content","/nutrition","lib/features/nutrition/food_page.dart","test/visual_closure/goldens/visual_closure_saved_nutrition_my_foods_phone.png","29465","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4948","IMG_4948.PNG","reminders","/notification-settings","lib/features/notifications/presentation/notification_settings_page.dart","test/visual_closure/goldens/visual_closure_notification_settings_phone.png","54532","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4949","IMG_4949.PNG","community","/community","lib/features/community/presentation/community_hub_page.dart","test/visual_closure/goldens/visual_closure_community_hub_authenticated_phone.png","24835","authenticated_family_state_captured_cloud_paths_verified","realtime_device_and_row_cascade_external","limited_family_equivalent_independent_review_passed"
"4950","IMG_4950.PNG","community","/community/profile","lib/features/community/presentation/community_profile_page.dart","test/visual_closure/goldens/visual_closure_community_profile_authenticated_phone.png","44906","authenticated_profile_state_captured","live_device_cloud_profile_external","limited_family_equivalent_independent_review_passed"
"4951","IMG_4951.PNG","community navigation","/community","lib/features/community/presentation/community_hub_page.dart","test/visual_closure/goldens/visual_closure_community_navigation_menu_authenticated_phone.png","31603","authenticated_navigation_state_captured","external_web_navigation_not_claimed","limited_family_equivalent_independent_review_passed"
"4952","IMG_4952.PNG","community","/community","lib/features/community/presentation/community_hub_page.dart","test/visual_closure/goldens/visual_closure_community_hub_authenticated_phone.png","24835","authenticated_family_state_captured_cloud_paths_verified","realtime_device_and_row_cascade_external","limited_family_equivalent_independent_review_passed"
"4953","IMG_4953.PNG","community","/community/profile","lib/features/community/presentation/community_profile_page.dart","test/visual_closure/goldens/visual_closure_community_profile_authenticated_phone.png","44906","authenticated_profile_state_captured","live_device_cloud_profile_external","limited_family_equivalent_independent_review_passed"
"4954","IMG_4954.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_phone.png","241363","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4955","IMG_4955.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_nutrition_phone.png","67617","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4956","IMG_4956.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_sleep_phone.png","61758","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4957","IMG_4957.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_movement_phone.png","67251","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4958","IMG_4958.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_privacy_phone.png","61284","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4959","IMG_4959.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_search_phone.png","60488","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4960","IMG_4960.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_article_sleep_phone.png","91135","production_state_captured_visual_equivalence_unverified","","family_equivalent_distinct_article_state"
"4961","IMG_4961.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_article_movement_phone.png","116536","production_state_captured_visual_equivalence_unverified","","family_equivalent_distinct_article_state"
"4962","IMG_4962.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_article_privacy_phone.png","70136","production_state_captured_visual_equivalence_unverified","","family_equivalent_distinct_article_state"
"4963","IMG_4963.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_article_nutrition_phone.png","81916","production_state_captured_visual_equivalence_unverified","","family_equivalent_distinct_article_state"
"4964","IMG_4964.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_nutrition_phone.png","67617","production_state_captured_visual_equivalence_unverified","","family_equivalent_distinct_topic_state"
"4965","IMG_4965.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_movement_phone.png","67251","production_state_captured_visual_equivalence_unverified","","family_equivalent_distinct_topic_state"
"4966","IMG_4966.PNG","learn","/wellness/learn","lib/features/wellness/presentation/wellness_learn_page.dart","test/visual_closure/goldens/visual_closure_wellness_learn_sleep_phone.png","61758","production_state_captured_visual_equivalence_unverified","","family_equivalent_distinct_topic_state"
"4967","IMG_4967.PNG","friends","/community/connections","lib/features/community/presentation/community_connections_page.dart","test/visual_closure/goldens/visual_closure_community_friend_authenticated_phone.png","20158","authenticated_state_limited_acceptance","realtime_and_device_interaction_external","direct_limited_equivalence_accepted"
"4968","IMG_4968.PNG","messages","/community/messages","lib/features/community/presentation/community_messages_page.dart","test/visual_closure/goldens/visual_closure_community_inbox_authenticated_phone.png","13488","authenticated_state_limited_acceptance","realtime_delivery_external","direct_limited_equivalence_accepted"
"4969","IMG_4969.PNG","messages","/community/messages","lib/features/community/presentation/community_messages_page.dart","test/visual_closure/goldens/visual_closure_community_sent_authenticated_phone.png","12888","authenticated_state_limited_acceptance","realtime_delivery_external","direct_limited_equivalence_accepted"
"4970","IMG_4970.PNG","settings","/settings","lib/features/settings/reference_settings_home_page.dart","test/visual_closure/goldens/visual_closure_settings_phone.png","57846","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4971","IMG_4971.PNG","profile","/profile-settings","lib/features/profile/premium_profile_page.dart","test/visual_closure/goldens/visual_closure_profile_phone.png","51769","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4972","IMG_4972.PNG","appearance","/settings/appearance","lib/features/settings/reference_preferences_pages.dart","test/visual_closure/goldens/visual_closure_appearance_phone.png","13510","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4973","IMG_4973.PNG","diary settings","/settings/diary","lib/features/settings/reference_preferences_pages.dart","test/visual_closure/goldens/visual_closure_diary_settings_phone.png","43882","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4974","IMG_4974.PNG","default search tab","/settings/diary/search-tab","lib/features/settings/reference_preferences_pages.dart","test/visual_closure/goldens/visual_closure_default_search_tab_phone.png","9461","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4975","IMG_4975.PNG","diary sharing","/settings/diary/sharing","lib/features/settings/reference_preferences_pages.dart","test/visual_closure/goldens/visual_closure_diary_sharing_phone.png","16627","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4976","IMG_4976.PNG","meal names","/settings/diary/meal-names","lib/features/settings/reference_preferences_pages.dart","test/visual_closure/goldens/visual_closure_meal_names_phone.png","24072","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4977","IMG_4977.PNG","custom dashboard","/dashboard/preferences","lib/features/dashboard/presentation/dashboard_preferences_page.dart","test/visual_closure/goldens/visual_closure_dashboard_preferences_phone.png","52840","production_state_captured_visual_equivalence_unverified","","unmatched_until_human_or_pixel_review_passes"
"4978","IMG_4978.PNG","legal","/legal/terms","lib/features/settings/legal_document_page.dart","test/visual_closure/goldens/visual_closure_terms_phone.png","72722","production_state_captured_visual_equivalence_unverified","","family_equivalent_embedded_legal_document"
"4979","IMG_4979.PNG","legal","/legal/privacy","lib/features/settings/legal_document_page.dart","test/visual_closure/goldens/visual_closure_privacy_policy_phone.png","85293","production_state_captured_visual_equivalence_unverified","","family_equivalent_embedded_legal_document"
"4980","IMG_4980.PNG","privacy consent","/advertising-privacy","lib/features/ads/advertising_privacy_page.dart","test/visual_closure/goldens/visual_closure_advertising_privacy_phone.png","42327","production_state_captured_visual_equivalence_unverified","","family_equivalent_fail_closed_advertising_state"
"4981","IMG_4981.PNG","sharing and privacy","/settings/sharing-privacy","lib/features/settings/sharing_privacy_settings_page.dart","test/visual_closure/goldens/visual_closure_sharing_privacy_phone.png","51617","family_equivalent_source_test_visual_accepted","community_cloud_enforcement_external","family_equivalent_review_passed"
"4982","IMG_4982.PNG","diary sharing","/settings/diary/sharing","lib/features/settings/reference_preferences_pages.dart","test/visual_closure/goldens/visual_closure_diary_sharing_phone.png","16627","family_equivalent_source_test_visual_accepted","cloud_sharing_unavailable_fail_closed","family_equivalent_review_passed"
"4983","IMG_4983.PNG","email settings","/settings/email","lib/features/settings/reference_preferences_pages.dart","test/visual_closure/goldens/visual_closure_email_settings_phone.png","55142","family_equivalent_source_test_visual_accepted","email_delivery_provider_unconfigured_fail_closed","family_equivalent_review_passed"
"4984","IMG_4984.PNG","email settings","/settings/email","lib/features/settings/reference_preferences_pages.dart","test/visual_closure/goldens/visual_closure_email_settings_lower_phone.png","54788","family_equivalent_source_test_visual_accepted","email_delivery_provider_unconfigured_fail_closed","family_equivalent_review_passed"
"4985","IMG_4985.PNG","Facebook settings","/settings/account-connections/facebook","lib/features/settings/account_connection_settings_page.dart","test/visual_closure/goldens/visual_closure_facebook_settings_phone.png","19207","local_unavailable_state_captured","provider_consent_and_account_linking_external","family_equivalent_review_passed"
"4986","IMG_4986.PNG","Google settings","/settings/account-connections/google","lib/features/settings/account_connection_settings_page.dart","test/visual_closure/goldens/visual_closure_google_settings_phone.png","19485","local_unavailable_state_captured","provider_consent_and_account_linking_external","family_equivalent_review_passed"
"4987","IMG_4987.PNG","change password","/settings/account-password","lib/features/settings/account_password_page.dart","test/visual_closure/goldens/visual_closure_account_password_phone.png","20094","source_test_visual_accepted","real_authenticated_backend_update_external","family_equivalent_review_passed"
"4988","IMG_4988.PNG","privacy and health access","/connected-health","lib/features/connected_health/connected_health_page.dart","test/goldens/epic15_iphone_69_ar_06_connected_health.png","67309","production_state_captured_external_validation_pending","physical_os_permission_sheets_external_required","unmatched_until_human_or_pixel_review_passes"
"4989","IMG_4989.PNG","privacy and health access","/connected-health","lib/features/connected_health/connected_health_page.dart","test/goldens/epic15_iphone_69_en_05_connected_health.png","61304","production_state_captured_external_validation_pending","physical_os_permission_sheets_external_required","unmatched_until_human_or_pixel_review_passes"
"4990","IMG_4990.PNG","privacy and health access","/connected-health","lib/features/connected_health/connected_health_page.dart","test/goldens/epic15_iphone_69_ar_08_privacy_settings_dark.png","67824","production_state_captured_external_validation_pending","physical_os_permission_sheets_external_required","unmatched_until_human_or_pixel_review_passes"
"4991","IMG_4991.PNG","privacy and health access","/connected-health","lib/features/connected_health/connected_health_page.dart","test/goldens/epic15_android_phone_ar_06_connected_health.png","40223","production_state_captured_external_validation_pending","physical_os_permission_sheets_external_required","unmatched_until_human_or_pixel_review_passes"
"4992","IMG_4992.PNG","help","/help","lib/features/settings/help_center_page.dart","test/visual_closure/goldens/visual_closure_help_center_phone.png","24782","production_state_captured_independently_reviewed","","approved_visual_equivalence"
"4993","IMG_4993.PNG","help","/help/faq","lib/features/settings/help_center_page.dart","test/visual_closure/goldens/visual_closure_help_faq_targets_phone.png","22740","production_state_captured_independently_reviewed","","approved_visual_equivalence"
"4994","IMG_4994.PNG","help","/help/faq","lib/features/settings/help_center_page.dart","test/visual_closure/goldens/visual_closure_help_faq_offline_phone.png","23517","production_state_captured_independently_reviewed","","approved_visual_equivalence"
"4995","IMG_4995.PNG","help","/help/faq","lib/features/settings/help_center_page.dart","test/visual_closure/goldens/visual_closure_help_faq_medical_phone.png","22850","production_state_captured_independently_reviewed","","approved_visual_equivalence"
"4996","IMG_4996.PNG","help","/help","lib/features/settings/help_center_page.dart","test/visual_closure/goldens/visual_closure_help_troubleshooting_phone.png","28421","production_state_captured_independently_reviewed","","approved_visual_equivalence"
"4997","IMG_4997.PNG","help","/help","lib/features/settings/help_center_page.dart","test/visual_closure/goldens/visual_closure_help_service_status_phone.png","30026","production_state_captured_independently_reviewed","","approved_visual_equivalence"
